price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
280,1,85,2.04,1,362,4
204,1,41,0.99,2,0,10
400,1,5,0.13,1,88,0
880,1,4,0.11,3,365,0
200,30,0,,1,365,0
699,4,5,0.13,2,160,1
470,2,18,0.44,1,180,1
590,2,23,0.55,3,365,5
450,2,2,0.05,1,179,0
828,2,53,1.29,7,347,26
1451,2,61,1.5,7,355,23
225,7,22,0.55,1,96,11
1500,6,10,0.25,7,141,0
459,3,55,1.37,1,171,16
932,2,57,1.42,7,337,18
1131,2,36,0.88,7,350,5
299,2,7,0.17,1,139,0
600,5,5,0.15,1,80,0
1217,2,17,0.42,7,342,4
200,1,2,0.05,2,171,0
480,2,9,0.23,5,350,2
231,1,28,0.67,1,341,11
475,1,0,,1,363,0
200,1,0,,1,364,0
350,1,0,,4,365,0
450,3,9,0.32,5,350,6
1325,1,7,0.17,2,179,0
269,1,57,1.37,9,355,23
300,1,24,2.9,2,356,24
494,1,81,1.99,1,356,39
740,60,3,0.09,1,363,0
700,3,7,0.18,2,365,2
480,2,3,0.07,2,365,0
304,1,0,,1,178,0
420,1,5,0.12,1,263,0
1400,2,1,0.03,4,364,0
550,1,3,0.07,2,0,0
215,1,54,1.32,1,108,11
550,1,2,0.05,2,364,1
350,1,2,0.05,2,0,0
600,1,89,2.18,5,358,33
350,5,0,,4,363,0
1176,7,8,0.2,2,363,0
370,3,0,,4,364,0
614,1,81,1.98,8,357,18
380,2,9,0.22,3,358,5
300,3,2,0.06,3,80,1
895,1,15,0.39,3,365,8
600,7,0,,2,365,0
230,30,12,0.3,5,50,0
460,1,0,,1,355,0
400,2,0,,1,365,0
780,2,10,0.25,7,194,3
780,1,10,0.24,7,194,1
3750,2,0,,2,365,0
350,2,15,0.36,2,43,4
450,1,2,0.05,2,365,0
225,1,3,0.08,3,364,1
215,3,1,0.28,2,363,1
800,4,30,0.74,2,2,0
811,1,127,3.07,6,365,0
320,1,2,0.05,1,81,0
620,1,20,0.48,7,194,4
275,5,0,,1,50,0
220,9,1,0.21,1,365,1
214,1,0,,1,364,0
1666,1,3,0.07,1,365,0
499,1,22,0.54,7,194,13
300,2,1,0.02,1,360,0
256,1,0,,1,364,0
300,3,22,0.54,1,358,0
630,7,2,0.06,1,358,0
680,1,12,0.32,1,0,1
310,1,45,1.16,3,90,8
551,1,45,1.1,23,257,10
300,2,49,1.2,2,64,1
350,7,0,,1,173,0
300,1,1,0.03,1,365,0
350,1,5,0.12,1,170,0
699,1,114,2.8,6,114,0
399,1,44,1.09,1,359,19
650,2,12,0.3,4,352,0
599,2,4,0.45,4,364,4
400,1,36,0.94,3,181,6
250,30,6,0.15,1,365,0
550,1,0,,2,365,0
250,1,0,,1,364,0
545,3,12,0.29,4,363,4
331,1,23,0.63,2,211,3
499,2,3,0.08,3,365,0
300,1,84,2.04,5,362,30
330,2,7,0.17,1,81,3
400,2,2,0.05,1,363,0
250,1,4,0.1,1,171,0
300,1,39,0.96,1,308,6
350,1,0,,1,365,0
220,1,33,0.86,2,289,14
700,1,0,,5,364,0
900,1,4,0.13,1,177,2
250,12,5,0.25,5,146,3
400,1,28,0.7,1,321,13
240,1,63,1.55,4,140,0
406,1,27,0.71,1,337,7
398,1,34,0.85,2,300,0
380,3,19,0.46,1,333,5
700,13,2,0.06,3,268,0
600,1,97,2.36,5,356,36
560,1,13,0.34,2,314,0
710,2,10,0.25,1,177,5
390,90,0,,1,178,0
680,2,0,,5,363,0
403,1,24,0.66,2,297,2
350,5,6,0.16,2,0,0
300,3,2,0.05,1,364,0
500,30,3,0.07,1,87,0
259,30,0,,1,50,0
719,1,169,4.16,13,364,54
500,5,0,,1,365,0
582,1,242,5.99,13,362,73
602,1,145,3.57,13,362,53
300,1,1,0.1,1,19,1
591,1,373,9.22,13,355,102
549,1,177,4.37,13,364,53
500,1,226,5.58,13,362,86
565,1,1,0.13,1,0,1
296,3,30,0.75,10,357,15
250,12,9,0.24,5,171,4
500,9,0,,3,88,0
304,1,55,1.6,2,364,0
250,6,0,,1,180,0
350,2,15,0.38,1,319,3
846,1,15,0.37,7,362,4
299,5,14,0.38,4,81,2
450,3,18,0.45,1,361,4
800,2,4,0.1,1,177,0
220,2,6,0.15,2,319,3
349,2,36,0.89,1,171,0
456,2,39,0.97,2,334,25
349,1,241,6.11,6,251,116
640,2,0,,1,90,0
485,7,0,,3,0,0
224,30,3,0.08,1,293,0
320,5,12,0.31,1,108,1
320,2,12,0.3,1,357,3
300,2,5,0.13,1,71,1
250,2,9,0.22,1,80,0
2300,1,0,,7,365,0
450,6,27,0.67,1,88,0
2291,1,0,,7,365,0
264,1,175,4.33,6,311,32
2500,1,0,,7,365,0
2000,1,0,,7,365,0
350,1,4,0.1,1,89,0
432,2,84,2.54,2,172,21
384,2,130,3.31,2,191,44
500,1,7,0.17,1,163,1
299,2,13,0.33,1,355,0
450,1,0,,1,364,0
300,3,0,,2,363,0
780,1,4,0.1,7,193,1
215,2,29,0.73,1,359,10
300,5,0,,1,178,0
250,15,9,0.23,1,272,3
350,1,0,,1,180,0
192,90,0,,1,363,0
500,1,8,2.45,1,357,8
10000,1,0,,1,365,0
240,3,30,0.75,2,293,6
300,2,0,,1,179,0
707,1,20,0.52,2,135,4
300,1,20,0.5,2,140,1
400,2,12,0.3,2,90,0
250,1,5,0.18,2,365,3
502,1,150,3.73,29,359,41
270,3,12,0.32,10,362,4
260,3,15,0.41,10,357,10
282,2,0,,1,181,0
250,2,29,0.74,1,0,4
710,1,61,1.57,5,355,7
990,2,9,0.23,1,179,1
400,1,21,0.53,1,76,4
1000,1,1,0.03,1,365,0
1050,2,2,0.05,4,364,1
800,2,14,0.35,2,365,4
300,1,32,0.8,1,108,0
500,1,152,3.78,29,350,64
203,15,1,1,2,363,1
250,1,0,,1,88,0
600,1,48,1.2,5,362,3
380,2,18,0.45,1,202,1
256,4,11,0.28,1,171,5
380,2,87,2.2,4,205,19
750,1,0,,1,180,0
400,2,0,,1,178,0
600,2,5,0.13,1,89,0
214,2,3,0.68,1,170,3
1500,2,24,0.61,4,251,9
325,1,3,0.08,1,171,0
315,2,16,0.41,1,364,5
380,1,85,2.13,1,303,26
706,3,8,0.21,12,136,0
400,1,2,2,3,322,2
560,4,2,0.05,1,180,0
500,1,19,0.52,2,362,3
400,30,4,0.1,1,88,0
504,1,5,0.68,1,0,5
249,1,0,,1,269,0
330,3,22,0.56,1,351,10
300,2,29,0.79,4,139,0
430,1,1,1,1,202,1
304,1,0,,1,365,0
300,2,27,0.74,4,108,0
250,2,23,0.63,4,104,0
220,3,0,,1,179,0
250,15,0,,2,358,0
230,15,0,,2,358,0
450,1,73,1.9,2,108,15
385,1,1,0.03,1,365,0
550,1,1,0.03,1,171,0
800,1,14,0.35,4,271,8
600,2,18,0.46,4,0,0
515,2,38,1.11,6,354,12
250,4,8,0.83,4,304,8
340,1,34,0.86,3,351,14
260,2,3,0.08,1,233,0
667,2,75,1.91,1,165,35
500,1,0,,1,364,0
260,1,29,3.95,1,82,29
999,1,0,,1,83,0
368,3,1,0.06,1,230,0
1350,3,9,0.25,3,329,1
350,1,17,0.43,1,363,0
3500,1,0,,1,178,0
300,2,38,0.96,5,78,0
500,3,3,0.08,1,352,1
799,3,0,,1,90,0
550,1,97,2.44,3,323,22
492,1,40,1.02,23,357,17
345,2,97,2.47,4,31,11
700,1,0,,1,179,0
600,1,45,1.14,5,362,13
327,28,6,0.16,6,351,1
300,7,3,0.08,1,363,1
531,3,9,0.23,4,155,2
749,1,13,0.33,8,354,2
800,1,1,0.03,1,364,0
250,5,0,,1,365,0
750,2,36,0.91,1,12,0
240,1,14,0.38,3,58,2
863,1,11,0.28,2,87,0
282,1,116,2.97,1,0,53
400,3,0,,1,88,0
750,1,3,0.08,2,0,0
423,1,80,2.04,23,357,19
200,1,0,,1,364,0
1600,1,86,2.19,1,179,1
400,15,0,,1,365,0
240,1,29,0.75,1,0,0
400,4,27,0.71,1,362,1
950,2,2,0.05,1,179,0
30000,1,4,0.1,1,140,0
680,3,0,,2,84,0
1800,1,1,0.03,2,265,0
237,1,7,0.18,3,108,1
320,1,18,0.46,3,263,9
200,60,0,,2,365,0
1521,2,0,,3,173,0
700,1,32,0.81,4,97,11
1385,1,57,1.47,2,67,33
700,2,52,1.33,1,0,12
233,10,0,,1,365,0
230,5,35,0.9,5,90,5
380,2,3,1.29,1,355,3
420,2,18,0.47,2,272,14
203,2,35,0.94,6,348,18
490,1,49,1.27,1,21,0
365,3,1,0.03,1,363,0
212,1,0,,1,89,0
400,150,0,,2,173,0
400,2,16,0.41,1,0,2
200,1,5,0.13,1,0,0
349,2,6,0.16,3,176,3
400,150,0,,2,173,0
347,2,4,0.11,1,365,0
3000,1,0,,1,90,0
900,20,0,,2,89,0
420,2,25,0.65,3,328,0
360,4,7,0.19,6,149,4
400,1,6,0.16,3,365,3
499,1,0,,3,363,0
350,3,8,0.21,5,324,0
10000,25,1,0.03,1,180,0
342,5,2,0.06,1,365,0
429,3,26,0.73,1,321,12
586,1,46,1.18,23,353,13
950,2,14,0.36,5,334,4
599,1,30,0.77,23,363,16
1716,2,1,0.03,6,269,0
1999,2,1,0.03,6,269,0
1999,2,3,0.08,6,269,0
1414,2,1,0.03,6,269,0
249,2,8,0.24,1,365,0
400,1,1,0.03,1,365,0
200,1,1,0.09,1,90,1
500,2,71,2.07,1,107,10
950,2,20,0.54,1,325,0
450,2,42,1.08,1,360,8
500,1,14,0.36,1,0,3
700,2,28,0.72,2,141,4
550,1,32,0.9,1,108,13
490,2,9,0.24,1,108,0
250,1,17,0.45,11,363,9
2050,1,16,0.42,1,22,0
250,1,15,0.41,11,360,6
250,1,33,0.91,11,335,16
580,1,6,0.16,1,145,3
250,1,25,0.69,11,365,5
234,1,3,0.1,1,362,1
1029,2,26,0.69,2,33,4
950,1,96,2.47,1,115,18
250,3,2,0.05,1,173,0
550,1,17,0.45,1,80,0
550,3,0,,2,88,0
500,1,2,0.05,2,220,0
800,2,1,0.03,1,365,0
524,1,155,4,13,363,60
599,2,2,0.06,3,365,0
450,2,60,1.55,4,69,4
985,3,48,1.23,1,25,6
420,1,42,1.12,2,227,4
300,2,0,,1,365,0
400,1,45,1.17,8,360,22
306,1,165,4.25,11,358,41
250,2,1,0.03,1,34,0
313,1,171,4.42,11,359,53
304,1,130,3.34,11,359,40
900,1,0,,1,179,0
350,1,10,0.32,3,179,4
800,1,22,0.59,5,363,12
300,1,48,1.64,1,108,21
377,1,490,12.75,9,166,134
390,2,25,0.65,2,89,9
400,1,3,0.08,1,0,0
2720,1,0,,3,362,0
600,1,1,0.03,2,355,0
648,2,21,0.59,3,176,7
350,2,2,0.05,2,358,0
320,1,10,0.29,1,168,0
590,5,0,,1,270,0
406,2,55,1.47,4,171,1
550,1,0,,2,365,0
300,30,0,,1,90,0
300,2,31,0.81,6,309,11
300,1,6,0.19,2,363,3
193,2,79,2.08,1,350,22
300,1,10,0.28,1,365,4
385,2,10,0.26,3,263,0
450,2,0,,1,363,0
1000,2,2,0.05,1,346,0
1099,1,3,0.1,15,364,0
650,1,1,0.03,1,362,0
316,4,82,2.63,1,107,31
500,1,34,0.94,6,365,9
250,3,8,0.21,1,171,0
500,3,9,0.24,5,324,3
398,1,5,0.13,2,135,0
499,1,35,1.06,1,170,15
715,1,14,0.37,4,130,8
800,1,9,0.24,2,176,4
1099,1,1,0.03,15,365,0
1399,1,1,0.03,15,365,0
260,3,6,0.16,1,18,0
621,1,12,0.31,4,130,8
640,1,0,,4,130,0
3042,4,0,,3,364,0
600,1,3,0.09,1,183,1
400,1,95,2.57,5,178,32
450,1,0,,2,88,0
220,2,51,1.33,3,361,24
350,1,0,,1,363,0
615,7,23,0.61,2,18,3
350,3,14,0.39,5,166,6
299,7,2,0.22,5,365,2
1967,2,11,0.28,7,352,3
203,1,0,,1,364,0
280,3,15,0.41,1,178,3
606,3,0,,2,88,0
1000,1,0,,1,175,0
1765,2,9,0.28,7,352,0
900,3,0,,1,179,0
1663,2,6,0.16,7,352,0
1663,2,10,0.26,7,352,0
1765,2,13,0.34,7,352,0
2272,2,7,0.18,7,352,0
268,150,0,,1,327,0
850,6,0,,1,90,0
380,1,67,1.75,20,98,32
490,1,19,0.63,4,361,10
499,2,0,,1,365,0
400,1,11,0.3,1,88,1
600,1,0,,1,89,0
293,1,34,0.95,3,232,7
550,2,10,0.28,3,363,4
200,6,8,0.21,1,324,4
300,1,1,0.53,1,90,1
1050,1,0,,1,83,0
330,1,27,0.97,7,324,14
300,1,11,0.29,2,355,2
270,1,15,0.4,4,171,2
226,3,3,0.08,4,355,2
225,3,0,,1,361,0
258,1,8,1.97,1,39,8
370,1,0,,2,355,0
1200,30,0,,1,365,0
300,1,1,0.25,1,363,1
490,1,15,0.4,2,365,6
600,8,2,0.05,1,365,0
1000,3,0,,2,89,0
500,1,2,0.06,1,178,0
390,1,0,,1,180,0
220,1,0,,1,88,0
1463,1,5,0.13,4,217,1
300,1,10,0.32,2,90,2
280,2,52,1.39,3,348,12
500,1,66,4.33,1,362,55
400,7,15,0.45,1,80,5
800,1,0,,1,362,0
490,1,19,0.52,2,180,15
600,1,0,,1,90,0
1400,1,0,,1,179,0
385,2,8,0.22,3,263,0
400,1,49,2.64,7,365,41
820,8,0,,1,269,0
230,1,2,0.05,2,89,0
500,2,10,0.27,1,210,0
350,1,3,0.08,4,171,0
480,1,100,2.7,2,361,12
480,1,62,1.65,2,363,2
350,1,0,,2,365,0
320,2,19,0.52,1,80,7
608,1,81,2.21,5,361,7
350,3,1,0.03,1,365,0
345,3,30,0.83,5,143,13
380,3,0,,1,362,0
1000,2,0,,1,89,0
600,3,0,,1,179,0
888,2,0,,4,179,0
392,2,1,0.03,1,355,0
323,2,67,1.79,2,256,30
450,1,4,0.13,2,90,2
399,3,22,0.61,1,80,2
669,1,41,1.16,5,356,16
850,2,0,,1,173,0
200,1,3,0.08,3,327,0
224,3,25,0.73,7,132,12
1074,2,8,0.25,1,179,0
700,1,9,0.25,4,365,6
224,3,27,0.73,7,141,6
224,3,12,0.34,7,108,2
450,2,1,0.49,2,179,1
224,3,2,0.06,7,138,0
224,4,3,0.09,7,138,0
956,1,1,0.67,7,21,1
1117,1,0,,7,21,0
250,30,0,,1,179,0
1278,1,8,0.21,1,326,0
487,1,116,3.1,6,365,32
197,1,22,0.6,13,0,2
499,28,0,,3,362,0
210,1,0,,1,180,0
350,1,164,4.37,2,330,55
350,3,0,,4,90,0
350,3,0,,4,364,0
280,3,14,0.46,3,329,4
425,1,0,,24,358,0
250,1,0,,1,89,0
846,1,7,0.19,7,362,2
300,1,3,0.08,2,89,0
800,2,0,,4,365,0
300,7,0,,1,90,0
376,2,43,1.15,1,64,27
250,1,4,0.14,1,324,1
215,30,0,,1,365,0
346,2,80,2.16,4,86,39
452,3,1,0.03,4,180,0
600,1,0,,1,0,0
200,28,0,,1,365,0
400,1,108,2.91,2,325,43
204,2,0,,1,356,0
990,2,1,0.03,2,86,0
850,2,10,0.28,2,265,0
2827,1,0,,4,179,0
279,3,8,0.22,1,346,1
580,1,9,3.6,1,361,9
445,2,1,0.18,6,263,1
400,1,1,0.05,4,365,0
450,1,0,,1,90,0
202,2,4,0.12,1,363,0
400,1,0,,1,179,0
1200,2,0,,4,141,0
499,1,34,1.03,1,151,23
444,1,37,1.93,11,354,33
350,2,0,,1,232,0
850,3,8,0.22,1,119,3
700,3,5,0.13,3,51,0
250,1,2,0.05,1,365,0
527,4,23,0.63,3,363,6
200,3,0,,1,365,0
320,2,125,3.49,1,72,45
449,2,38,1.07,2,167,20
406,1,0,,4,179,0
200,1,0,,3,161,0
600,1,39,1.04,3,359,17
600,7,7,0.19,5,324,0
500,1,43,1.15,3,171,16
1200,5,1,0.03,1,365,0
233,1,0,,3,171,0
399,2,0,,1,364,0
200,1,0,,1,365,0
514,3,11,0.3,1,364,1
230,5,1,0.03,1,365,0
590,2,50,1.36,1,0,4
595,1,7,0.21,3,180,2
400,1,0,,1,180,0
528,3,0,,1,192,0
200,7,7,0.59,4,246,7
203,7,8,0.22,4,288,0
703,1,125,3.36,4,88,62
200,7,10,0.37,4,206,6
340,4,48,1.31,5,150,17
500,3,0,,1,365,0
220,14,0,,2,172,0
200,1,0,,1,363,0
690,2,0,,6,263,0
3800,1,0,,1,365,0
560,1,11,0.3,27,172,0
269,1,47,1.3,9,354,23
230,1,1,0.03,1,180,0
250,2,13,0.35,4,108,0
750,1,9,0.28,1,365,6
350,2,12,0.33,4,179,0
350,2,0,,1,365,0
650,1,69,1.89,1,358,24
763,2,56,1.52,1,28,22
585,1,9,0.26,3,365,4
1420,1,0,,2,180,0
250,2,17,0.46,5,272,8
600,2,15,0.41,2,43,9
650,2,0,,1,177,0
2500,1,0,,1,365,0
220,1,0,,2,90,0
629,1,151,4.09,29,334,57
197,30,1,0.03,1,365,0
913,3,0,,1,364,0
315,3,11,0.31,1,88,2
225,1,9,0.28,2,90,5
385,1,48,1.33,1,363,26
900,2,0,,4,179,0
680,1,5,0.14,27,172,1
406,2,2,0.14,1,294,1
350,3,2,0.31,2,356,2
300,2,16,0.45,1,47,9
224,4,1,0.03,7,25,0
220,3,0,,6,166,0
201,3,2,0.07,6,142,0
264,2,0,,1,88,0
540,1,7,0.2,27,172,0
599,5,1,0.03,1,358,0
230,2,3,0.08,2,324,1
900,2,0,,1,364,0
715,1,75,2.05,1,82,24
300,30,0,,1,83,0
300,7,0,,1,90,0
630,1,4,0.13,27,172,0
550,1,15,0.41,3,326,1
350,2,7,0.19,4,179,0
250,1,0,,1,364,0
200,1,0,,1,90,0
200,2,26,0.72,2,362,7
300,2,8,0.22,4,179,3
556,5,0,,6,357,0
273,7,0,,3,178,0
680,1,12,0.33,27,365,3
350,3,5,0.67,4,324,5
500,1,15,0.43,3,180,8
350,1,8,0.22,2,86,0
437,1,51,1.45,23,298,35
900,1,0,,1,365,0
550,1,118,3.57,2,274,56
600,1,6,0.17,2,365,0
500,1,2,0.06,1,356,0
269,1,9,0.25,9,341,1
300,2,2,0.06,1,57,1
787,2,30,0.91,9,358,13
500,1,12,0.34,7,365,3
1450,1,36,1.01,19,331,5
1050,1,55,1.53,19,319,4
500,2,18,0.51,3,356,2
400,3,30,0.85,3,365,10
900,2,0,,1,365,0
375,1,0,,3,365,0
400,1,1,0.03,1,179,0
580,1,7,0.19,27,172,0
600,3,0,,1,180,0
670,2,30,3.77,1,116,30
580,1,13,0.46,1,356,11
360,1,1,0.32,1,364,1
250,1,28,0.81,2,178,19
211,7,0,,5,0,0
758,1,0,,1,89,0
800,1,1,0.03,2,89,0
562,1,79,2.21,8,365,6
428,7,0,,1,175,0
280,1,0,,1,89,0
550,2,31,0.87,1,162,13
850,2,1,0.05,1,125,0
640,3,58,1.62,2,337,25
380,1,2,0.06,2,364,0
350,1,3,0.09,1,364,0
250,2,1,0.03,1,364,0
250,5,5,0.17,2,63,2
400,4,7,0.21,3,363,2
2200,3,1,0.03,3,170,0
2800,30,0,,2,365,0
450,1,10,0.28,2,293,1
250,1,29,0.84,1,365,2
507,1,1,0.03,2,358,0
200,30,0,,1,365,0
286,2,43,1.29,3,360,37
241,5,0,,1,365,0
1499,1,38,1.07,29,355,1
1650,4,1,0.14,1,295,1
430,1,2,0.06,1,179,0
1200,1,75,2.09,19,345,9
700,1,47,1.31,19,345,1
700,1,87,2.43,19,359,15
201,3,18,0.5,6,112,12
250,3,4,0.11,6,149,1
647,2,46,1.28,2,338,21
580,1,2,0.06,2,18,0
300,1,20,0.56,2,81,6
421,2,5,0.15,4,113,2
250,2,26,1.34,1,192,25
320,1,20,0.55,3,324,6
436,1,231,6.38,13,356,82
439,1,185,5.08,13,362,54
393,1,142,3.9,4,86,46
400,1,4,0.13,1,180,1
450,5,0,,1,90,0
400,1,13,0.37,1,84,4
650,2,0,,1,364,0
207,2,0,,1,90,0
224,4,1,1,7,138,1
380,5,0,,8,363,0
280,2,4,0.11,1,224,2
1900,2,5,0.14,5,303,0
698,1,59,1.67,29,294,2
650,3,5,0.14,1,89,0
272,1,75,2.18,2,356,24
250,2,0,,1,0,0
400,2,10,0.29,4,179,4
330,2,1,0.42,1,0,1
300,2,0,,2,363,0
699,1,34,0.96,19,356,3
350,3,24,0.71,3,113,12
1000,1,0,,1,88,0
230,1,10,0.29,2,324,0
350,1,34,0.95,6,347,11
500,1,22,0.6,6,358,4
808,2,1,0.11,6,365,1
200,6,0,,1,365,0
300,1,2,0.07,1,365,1
6500,39,0,,1,365,0
2000,1,0,,1,365,0
411,1,50,1.36,20,87,17
404,2,96,2.83,2,72,36
409,1,31,1.08,20,82,26
700,2,15,0.43,1,87,0
300,1,1,0.11,1,365,1
426,1,263,7.15,7,359,84
460,2,46,1.31,3,83,18
406,1,403,11.01,7,343,131
1000,7,0,,4,342,0
400,1,6,0.16,1,0,0
899,1,82,2.32,29,208,4
264,4,10,0.28,2,293,2
235,2,19,0.68,1,80,11
1800,2,1,0.03,1,365,0
499,1,30,0.85,19,356,8
699,1,40,1.13,19,356,3
899,1,30,0.85,29,208,2
710,2,0,,1,178,0
848,1,57,1.61,29,208,0
320,2,17,0.48,1,45,7
570,3,0,,1,363,0
400,1,25,0.71,5,178,4
450,2,22,0.65,9,324,12
377,1,12,0.34,1,87,3
300,1,16,0.5,4,347,14
304,3,0,,1,29,0
700,1,14,0.39,27,172,0
3000,1,0,,1,90,0
400,2,0,,1,179,0
304,2,0,,2,121,0
500,2,34,0.96,9,321,5
899,1,40,1.14,19,356,0
500,3,0,,1,358,0
400,1,23,0.65,5,180,0
500,2,0,,1,362,0
899,1,30,0.86,19,355,0
608,2,1,0.03,5,363,0
680,3,0,,1,365,0
350,1,13,0.36,2,364,0
200,7,0,,1,171,0
450,1,10,0.28,2,293,0
550,1,14,0.43,1,32,7
350,1,37,1.05,5,177,2
490,20,0,,2,58,0
800,2,22,0.6,5,69,1
350,1,74,2.11,5,180,8
600,1,2,0.06,1,324,0
300,1,2,0.06,2,363,1
2400,1,0,,1,365,0
1112,1,0,,1,177,0
750,2,0,,1,0,0
320,2,30,0.86,5,293,9
350,1,52,1.54,5,178,7
849,1,29,0.83,29,355,5
395,1,15,0.44,3,343,6
250,1,3,0.09,1,8,2
250,1,0,,1,139,0
929,1,43,1.22,19,356,7
250,1,0,,1,88,0
399,1,16,0.49,18,329,9
1014,3,0,,1,363,0
347,1,63,1.95,11,174,25
699,1,80,2.27,29,355,6
212,1,3,0.95,1,353,3
489,3,26,0.74,1,0,0
310,1,5,0.14,2,294,2
551,2,17,0.49,2,36,3
290,1,1,0.58,1,365,1
227,1,27,0.95,3,293,9
1788,1,0,,7,9,0
1528,1,0,,7,19,0
350,6,3,0.09,4,365,0
1373,28,1,0.03,6,365,0
400,1,2,0.06,4,325,0
350,1,0,,1,364,0
320,1,9,0.26,1,80,6
1115,3,5,0.15,6,362,2
479,3,1,0.03,1,90,0
1313,2,1,0.13,6,365,1
470,2,0,,1,365,0
300,7,1,0.03,1,89,0
250,15,0,,1,365,0
505,5,2,0.06,12,34,1
800,1,21,0.6,2,39,11
320,1,109,3.15,2,166,32
1014,1,0,,1,178,0
372,1,15,0.43,1,357,10
630,1,11,0.31,27,172,0
449,1,7,0.2,4,154,0
499,1,1,0.03,4,154,0
450,1,96,2.77,5,358,34
870,2,15,0.45,7,113,0
350,6,0,,1,364,0
700,2,0,,2,364,0
220,4,6,0.53,1,88,6
203,1,1,0.03,2,365,0
555,30,2,0.06,1,228,0
261,1,12,0.35,1,362,10
700,1,29,0.83,19,329,5
750,3,2,0.06,1,365,1
290,1,6,0.17,1,170,0
300,3,0,,2,177,0
600,2,0,,1,365,0
460,2,90,2.58,1,14,56
565,1,95,2.71,8,356,23
527,3,0,,1,365,0
1000,1,1,0.12,2,49,1
200,1,7,0.2,1,89,0
510,3,21,0.59,2,360,9
380,1,12,0.35,1,170,0
849,2,0,,1,364,0
250,10,8,0.24,5,355,0
800,1,0,,2,365,0
350,2,26,0.75,3,365,12
699,1,70,2,29,355,6
899,1,45,1.29,29,355,1
1800,1,0,,3,170,0
203,1,50,1.46,2,363,31
405,2,44,1.27,1,79,11
480,2,15,0.43,3,365,4
390,2,46,1.42,2,161,29
350,1,54,1.55,1,86,14
989,30,0,,1,89,0
210,2,14,0.44,3,355,3
629,2,1,0.29,1,365,1
939,1,49,1.4,29,355,0
270,1,52,1.54,1,58,22
250,1,1,0.04,3,324,0
350,1,0,,1,365,0
500,7,0,,4,364,0
610,2,20,0.58,2,365,11
459,1,79,2.26,29,341,26
420,1,72,2.06,29,324,41
849,1,44,1.26,29,355,4
899,1,66,1.89,29,355,8
365,2,18,0.91,1,179,11
800,2,3,0.09,1,51,0
270,1,2,0.06,1,324,1
400,3,2,0.07,1,365,0
880,1,130,4.31,12,72,90
698,1,46,1.32,29,337,9
473,1,123,3.52,4,360,60
200,6,0,,2,179,0
225,3,7,0.2,1,339,0
300,3,0,,2,179,0
3000,1,0,,1,365,0
396,2,14,0.41,2,86,5
700,1,4,0.12,1,29,0
400,2,1,0.03,1,80,0
290,2,0,,1,29,0
650,4,0,,1,180,0
2686,2,13,0.4,1,365,0
204,5,6,0.19,2,329,4
1373,2,0,,2,365,0
330,1,42,1.21,1,360,14
198,2,1,0.03,1,88,0
1000,2,7,0.2,1,365,4
599,30,31,0.9,1,134,0
300,1,65,1.88,6,365,21
1000,2,2,0.06,1,363,0
636,1,94,2.71,2,90,45
200,29,0,,1,364,0
1001,2,0,,1,358,0
750,1,8,0.24,29,333,0
800,1,24,0.71,2,213,11
205,15,1,0.03,1,180,0
750,1,19,0.55,2,331,10
399,1,141,4.08,8,327,77
1200,2,0,,4,141,0
400,2,0,,4,141,0
304,1,114,3.31,11,68,35
350,1,83,2.41,11,80,18
350,1,89,2.58,11,63,20
220,3,6,0.18,6,360,0
220,3,2,0.07,6,365,1
317,1,0,,1,23,0
385,1,17,0.5,3,167,0
228,20,7,0.22,1,326,2
650,1,1,0.03,1,0,0
450,1,0,,1,363,0
266,1,151,4.39,1,148,73
413,1,402,11.63,9,145,153
600,1,1,0.05,1,179,0
300,30,0,,1,365,0
202,1,1,0.03,1,15,0
1950,2,2,0.06,5,303,0
210,1,4,0.13,2,90,1
322,28,8,0.28,6,365,0
260,4,0,,1,364,0
400,1,0,,1,358,0
260,1,17,0.5,1,108,0
300,1,4,0.93,2,324,4
220,1,79,2.34,1,41,0
240,15,0,,1,364,0
400,1,0,,1,365,0
450,1,5,0.16,2,357,3
276,2,20,0.59,2,4,0
600,7,0,,1,365,0
404,2,119,3.51,4,318,43
321,2,34,0.99,3,216,22
300,1,55,1.64,5,51,14
360,1,62,1.85,5,357,20
350,1,60,1.78,5,324,15
950,1,11,0.34,2,89,0
450,2,0,,1,365,0
400,1,84,2.5,3,338,44
400,1,4,0.12,2,333,2
714,1,16,0.47,3,224,5
700,1,3,0.09,4,264,0
350,2,19,0.57,1,254,0
610,1,10,0.31,4,364,5
757,1,4,0.12,3,193,1
370,4,0,,2,363,0
406,2,1,0.03,1,90,0
650,1,1,0.03,1,179,0
1499,1,28,0.82,29,356,3
600,1,8,0.25,3,201,4
198,1,0,,1,179,0
212,1,8,0.25,3,171,0
588,1,0,,1,89,0
613,7,1,0.33,1,89,1
2000,2,0,,2,177,0
400,2,22,0.67,3,180,1
250,2,2,0.22,2,365,2
3029,1,3,0.1,1,365,2
590,2,3,0.1,1,365,1
240,1,3,0.71,2,356,3
985,2,0,,6,89,0
360,15,2,0.06,1,365,0
1250,1,3,0.09,2,363,0
500,3,0,,3,81,0
239,1,1,0.03,1,365,0
600,2,4,0.12,4,0,0
1000,1,0,,1,269,0
264,1,129,3.82,11,53,25
202,1,0,,3,324,0
