,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
4118,350.0,5.0,6.0,0.21,1.0,261,3.0
4119,450.0,1.0,17.0,0.6,15.0,360,16.0
4120,300.0,3.0,0.0,1.3,1.0,90,0.0
4121,491.0,1.0,15.4,1.1,1.0,153,5.9
4122,400.0,1.0,2.0,0.07,1.0,263,1.0
4123,636.0,1.0,11.0,0.39,2.0,365,10.0
4124,650.0,1.0,25.0,0.85,5.0,363,18.0
4125,285.0,10.0,0.0,1.3,1.0,180,0.0
4126,400.0,4.0,1.0,0.03,3.0,365,0.0
4127,400.0,2.9,0.0,1.3,3.0,365,0.0
4128,399.0,2.0,51.0,1.79,1.0,188,36.0
4129,700.0,1.0,24.0,0.83,5.0,357,16.0
4130,650.0,1.0,57.0,1.97,5.0,361,34.0
4131,650.0,1.0,64.0,2.19,5.0,361,43.0
4132,700.0,1.0,46.0,1.61,5.0,355,36.0
4133,230.0,2.0,0.0,1.3,1.0,365,0.0
4134,235.0,1.0,50.0,1.73,1.0,145,27.0
4135,245.0,14.0,1.0,0.05,2.0,295,0.0
4136,7000.0,3.0,2.0,0.08,5.0,365,0.0
4137,380.0,5.0,0.0,1.3,8.0,363,0.0
4138,350.0,15.0,8.0,0.27,3.0,269,1.0
4139,400.0,10.0,0.0,1.3,1.0,173,0.0
4140,713.0,2.0,1.0,0.04,2.0,0,0.0
4141,346.0,3.0,37.0,1.3,2.0,338,27.0
4142,264.0,3.0,59.0,2.08,3.0,330,35.0
4143,600.0,1.0,1.0,0.03,1.0,180,0.0
4144,620.0,1.0,1.0,0.05,5.0,364,0.0
4145,900.0,1.0,0.0,1.3,2.0,364,0.0
4146,406.0,1.0,0.0,1.3,1.0,89,0.0
4147,300.0,1.0,17.0,0.61,8.0,59,15.0
4148,580.0,1.0,0.0,1.3,1.0,358,0.0
4149,204.0,1.0,23.0,0.79,8.0,59,18.0
4150,204.0,1.0,26.0,0.91,8.0,58,21.0
4151,600.0,3.0,5.0,0.17,2.0,176,3.0
4152,220.0,2.0,25.0,0.88,3.0,263,17.0
4153,350.0,3.0,13.0,0.45,2.0,365,7.0
4154,742.2,17.0,0.0,1.3,1.0,365,0.0
4155,1300.0,1.0,21.0,0.73,4.0,0,18.0
4156,350.0,1.0,5.0,0.66,7.0,365,5.0
4157,1500.0,1.0,7.0,0.25,4.0,0,6.0
4158,1000.0,1.0,11.0,0.38,4.0,0,8.0
4159,360.0,1.0,5.0,0.18,7.0,365,4.0
4160,260.0,1.0,2.0,0.31,1.0,361,2.0
4161,500.0,4.0,0.0,1.3,2.0,0,0.0
4162,273.0,28.0,7.0,0.3,6.0,365,3.0
4163,829.0,2.0,0.0,1.3,1.0,358,0.0
4164,550.0,1.0,26.0,0.9,1.0,179,17.0
4165,450.0,1.0,23.0,0.84,5.0,362,14.0
4166,540.0,2.0,6.0,0.21,1.0,90,1.0
4167,300.0,7.0,0.0,1.3,1.0,90,0.0
4168,750.0,1.0,10.0,0.35,1.0,90,6.0
4169,253.0,2.0,0.0,1.3,1.0,89,0.0
4170,507.0,1.0,21.0,1.97,5.0,350,21.0
4171,228.0,1.0,16.0,0.57,1.0,48,11.0
4172,200.0,1.0,0.0,1.3,1.0,0,0.0
4173,300.0,1.0,1.0,0.04,1.0,179,0.0
4174,686.0,1.0,6.0,0.21,1.0,44,3.0
4175,434.0,2.0,29.0,1.01,2.0,64,25.0
4176,623.0,1.0,3.0,3.0,29.0,331,3.0
4177,390.0,1.0,11.0,0.4,7.0,362,10.0
